Year,Month,DayOfWeek,Hour,Rocket_ID,Rocket,Payload,Operator,FlightNumberInfo,Orbit,Function,crewed,Success
1998.0,12.0,4.0,8.0,278,Space Shuttle Endeavour,"STS-88, Unity (Node 1), PMA-1, PMA-2, SAC-A, MightySat 1, Crewed orbital flight with six astronauts First crewed flight to the International Space Station SAC-A deployed on 14 December and MightySat on 15 December","NASA, CONAE, US Air Force, Crewed orbital flight with six astronauts First crewed flight to the International Space Station SAC-A deployed on 14 December and MightySat on 15 December",,"LEO (ISS), LEO, Crewed orbital flight with six astronauts First crewed flight to the International Space Station SAC-A deployed on 14 December and MightySat on 15 December","ISS assembly, ISS module, ISS component, Technology demonstration, Crewed orbital flight with six astronauts First crewed flight to the International Space Station SAC-A deployed on 14 December and MightySat on 15 December",1,1
1998.0,12.0,6.0,0.0,14,Ariane 4 42L,Satmex 5,Satmex,,GEO,Communications,0,1
1998.0,12.0,6.0,0.0,195,Pegasus-XL,SWAS,NASA,,LEO,Astronomy,0,1
1998.0,12.0,3.0,11.0,130,Kosmos-3M,"Nadezhda 5, Astrid-2","MO RF, SSC",,LEO,"Navigation, Aurora research",0,1
1998.0,12.0,4.0,18.0,74,Delta II 7425-9.5,Mars Climate Orbiter,NASA,,Intended: Areocentric Actual: Heliocentric,Mars orbiter,0,0
1998.0,12.0,5.0,11.0,140,Long March 2C,"Iridium 20, Iridium 11",Iridium,,LEO,Communications,0,1
1998.0,12.0,1.0,1.0,14,Ariane 4 42L,PAS-6B,PanAmSat,,GEO,Communications,0,1
1998.0,12.0,3.0,20.0,130,Kosmos-3M,Kosmos 2361 (Parus),MO RF,,LEO,Navigation,0,1
1998.0,12.0,2.0,18.0,215,Proton-K/DM-2,"Kosmos 2362 (GLONASS), Kosmos 2363 (GLONASS), Kosmos 2364 (GLONASS)",MOM,,MEO,Navigation,0,1
1999.0,1.0,6.0,20.0,74,Delta II 7425-9.5,"Mars Polar Lander, Scott (Microprobe/Penetrator 1), Amundsen (Microprobe/Penetrator 2), Contact lost at 20:02 UTC on 3 December 1999","NASA, Contact lost at 20:02 UTC on 3 December 1999",,"Heliocentric, Contact lost at 20:02 UTC on 3 December 1999","Mars lander, Contact lost at 20:02 UTC on 3 December 1999",0,0
1999.0,1.0,2.0,0.0,28,Athena I,"ROCSAT-1, First Taiwanese satellite","NSPO, First Taiwanese satellite",,"LEO, First Taiwanese satellite","Imagery/Communications, First Taiwanese satellite",0,1
1999.0,2.0,6.0,21.0,75,Delta II 7426-9.5,"Stardust, Stardust return capsule",NASA,,Heliocentric,Comet sample return,0,1
1999.0,2.0,1.0,3.0,273,Soyuz-U/Ikar,"Globalstar 23, Globalstar 40, Globalstar 36, Globalstar 38, First launch contracted by Starsem","Globalstar, First launch contracted by Starsem",,"LEO, First launch contracted by Starsem","Communications, First launch contracted by Starsem",0,1
1999.0,2.0,0.0,5.0,216,Proton-K/DM-2M,Telstar 6,Telstar,,GEO,Communications,0,1
1999.0,2.0,1.0,1.0,38,Atlas IIAS,JCSAT-6,JSAT,,GEO,Communications,0,1
1999.0,2.0,5.0,4.0,270,Soyuz-U,"Soyuz TM-29, Crewed orbital flight with three cosmonauts","Roskosmos, Crewed orbital flight with three cosmonauts",,"LEO (Mir), Crewed orbital flight with three cosmonauts","Mir EO-27, Crewed orbital flight with three cosmonauts",1,1
1999.0,2.0,1.0,10.0,77,Delta II 7920-10,"ARGOS, Ørsted, SUNSAT, ARGOS was retired on 31 July 2003 Ørsted was the first Danish satellite and SUNSAT was the first South African satellite","US Air Force, DMI, Stellenbosch, ARGOS was retired on 31 July 2003 Ørsted was the first Danish satellite and SUNSAT was the first South African satellite",,"Sun-synchronous, ARGOS was retired on 31 July 2003 Ørsted was the first Danish satellite and SUNSAT was the first South African satellite","Technology development, Magnetosphere research, Technology demonstration, ARGOS was retired on 31 July 2003 Ørsted was the first Danish satellite and SUNSAT was the first South African satellite",0,1
1999.0,2.0,4.0,22.0,16,Ariane 4 44L,"Arabsat 3A, Skynet 4E","Arabsat, MoD",,GEO,Communications,0,1
1999.0,2.0,6.0,4.0,215,Proton-K/DM-2,Raduga-1,MO RF,,GEO,Communications,0,1
1999.0,3.0,4.0,2.0,195,Pegasus-XL,"WIRE, Coolant leak resulted in loss of control in orbit","NASA, Coolant leak resulted in loss of control in orbit",,"LEO, Coolant leak resulted in loss of control in orbit","Infrared astronomy, Coolant leak resulted in loss of control in orbit",0,0
1999.0,3.0,0.0,3.0,273,Soyuz-U/Ikar,"Globalstar 22, Globalstar 41, Globalstar 46, Globalstar 37",Globalstar,,LEO,Communications,0,1
1999.0,3.0,6.0,0.0,216,Proton-K/DM-2M,AsiaSat 3S,AsiaSat,,GEO,Communications,0,1
1999.0,3.0,6.0,1.0,321,Zenit-3SL,DemoSat,Sea Launch,,GEO transfer,Test launch vehicle,0,1
1999.0,4.0,4.0,11.0,270,Soyuz-U,"Progress M-41, Sputnik 99, Sputnik 99 deployed from Mir during EVA on 16 April","Roskosmos, AMSAT, Sputnik 99 deployed from Mir during EVA on 16 April",,"LEO (Mir), LEO, Sputnik 99 deployed from Mir during EVA on 16 April","Logistics, Communications, Sputnik 99 deployed from Mir during EVA on 16 April",0,1
1999.0,4.0,4.0,22.0,15,Ariane 4 42P,INSAT-2E,ISRO,,GEO,Communications,0,1
1999.0,4.0,4.0,17.0,305,Titan IVB (402)/IUS,"USA-142 (DSP-19), Final Titan launch from SLC-41 IUS second stage failed to separate","US Air Force, Final Titan launch from SLC-41 IUS second stage failed to separate",,"Intended: GEO Achieved: GEO transfer, Final Titan launch from SLC-41 IUS second stage failed to separate","Early warning, Final Titan launch from SLC-41 IUS second stage failed to separate",0,0
1999.0,4.0,0.0,22.0,38,Atlas IIAS,Eutelsat W3,Eutelsat,,GEO,Communications,0,1
1999.0,4.0,3.0,0.0,273,Soyuz-U/Ikar,"Globalstar 45, Globalstar 19, Globalstar 44, Globalstar 42",Globalstar,,LEO,Communications,0,1
1999.0,4.0,3.0,18.0,77,Delta II 7920-10,Landsat 7,NASA/USGS,,LEO,Remote sensing,0,1
1999.0,4.0,2.0,4.0,105,Dnepr,UoSAT-12,Surrey Satellite Technology,,LEO,Technology development,0,1
1999.0,4.0,1.0,18.0,29,Athena II,"IKONOS 1, Payload fairing failed to separate; Failed to orbit due to additional weight of the fairing","Space Imaging, Payload fairing failed to separate; Failed to orbit due to additional weight of the fairing",,"Intended: Sun-synchronous, Payload fairing failed to separate; Failed to orbit due to additional weight of the fairing","Earth imaging, Payload fairing failed to separate; Failed to orbit due to additional weight of the fairing",0,0
1999.0,4.0,2.0,20.0,130,Kosmos-3M,"ABRIXAS, Megsat-0, ABRIXAS' power system failed three days after launch","DLR, MegSat, ABRIXAS' power system failed three days after launch",,"LEO, ABRIXAS' power system failed three days after launch","X-ray astronomy, Communications, ABRIXAS' power system failed three days after launch",0,1
1999.0,4.0,4.0,16.0,303,Titan IVB (401)/Centaur,"USA-143 (Milstar-3), Centaur programming error led to three burns in a 90 minute period which were intended to be performed over a six-hour period. Payload stranded in a useless orbit.","US Air Force, Centaur programming error led to three burns in a 90 minute period which were intended to be performed over a six-hour period. Payload stranded in a useless orbit.",,"Intended: GEO Achieved: MEO, Centaur programming error led to three burns in a 90 minute period which were intended to be performed over a six-hour period. Payload stranded in a useless orbit.","Communications, Centaur programming error led to three burns in a 90 minute period which were intended to be performed over a six-hour period. Payload stranded in a useless orbit.",0,0
1999.0,5.0,2.0,1.0,90,Delta III 8930,"Orion 3, Upper stage engine failure resulted in payload being stranded in a useless orbit","Loral Orion, Upper stage engine failure resulted in payload being stranded in a useless orbit",,"Intended: GEO Achieved: MEO, Upper stage engine failure resulted in payload being stranded in a useless orbit","Communications, Upper stage engine failure resulted in payload being stranded in a useless orbit",0,0
1999.0,5.0,0.0,1.0,159,Long March 4B,"Feng Yun 1C, Shijian 5",CASC,,Sun-synchronous,"Weather satellite, Magnetosphere research",0,1
1999.0,5.0,1.0,5.0,196,Pegasus-XL/HAPS,"TERRIERS, MUBLCOM, TERRIERS solar panel failed to track the sun and the satellite's batteries exhausted their power supply on 20 May MUBLCOM collided with DART but is still operational.","NASA/Boston, DARPA/US Army, TERRIERS solar panel failed to track the sun and the satellite's batteries exhausted their power supply on 20 May MUBLCOM collided with DART but is still operational.",,"LEO, TERRIERS solar panel failed to track the sun and the satellite's batteries exhausted their power supply on 20 May MUBLCOM collided with DART but is still operational.","Ionosphere research, Communications, TERRIERS solar panel failed to track the sun and the satellite's batteries exhausted their power supply on 20 May MUBLCOM collided with DART but is still operational.",0,1
1999.0,5.0,3.0,22.0,216,Proton-K/DM-2M,Nimiq 1,Telesat,,GEO,Communications,0,1
1999.0,5.0,5.0,9.0,307,Titan IVB (404),USA-144 (Misty-2),NRO,,MEO,Reconnaissance,0,1
1999.0,5.0,2.0,6.0,186,PSLV,"Oceansat-1, Kitsat-3, DLR-Tubsat","ISRO, KAIST, DLR",,Sun-synchronous,"Oceanography, Technology development",0,1
1999.0,5.0,3.0,10.0,277,Space Shuttle Discovery,"STS-96, SpaceHab Double Module, STARSHINE, Crewed orbital flight with seven astronauts Starshine deployed from Discovery at 07:21 UTC on 5 June","NASA, NASA/SpaceHab, NASA/NRL, Crewed orbital flight with seven astronauts Starshine deployed from Discovery at 07:21 UTC on 5 June",,"LEO (ISS), LEO (Discovery), LEO, Crewed orbital flight with seven astronauts Starshine deployed from Discovery at 07:21 UTC on 5 June","ISS assembly, Logistics, Observation target, Crewed orbital flight with seven astronauts Starshine deployed from Discovery at 07:21 UTC on 5 June",1,1
1999.0,6.0,3.0,13.0,72,Delta II 7420-10C,"Globalstar 25, Globalstar 49, Globalstar 47, Globalstar 52",Globalstar,,LEO,Communications,0,1
1999.0,6.0,4.0,17.0,140,Long March 2C,"Iridium 14A, Iridium 21A",Iridium,,LEO,Communications,0,1
1999.0,6.0,4.0,1.0,216,Proton-K/DM-2M,Astra 1H,SES Astra,,GEO,Communications,0,1
1999.0,6.0,6.0,2.0,291,Titan 23G,QuickSCAT,NASA/NOAA,,Sun-synchronous,Oceanography,0,1
1999.0,6.0,3.0,15.0,67,Delta II 7320-10,FUSE,NASA,,LEO,Ultraviolet astronomy,0,1
1999.0,7.0,0.0,13.0,212,Proton-K/Briz-M,Raduga,RVSN,,Intended: GEO,Communications,0,0
1999.0,7.0,3.0,8.0,178,Molniya-M,Molniya 3–50,MO RF,,Molniya,Communications,0,1
1999.0,7.0,5.0,8.0,72,Delta II 7420-10C,"Globalstar 35, Globalstar 32, Globalstar 51, Globalstar 30",Globalstar,,LEO,Communications,0,1
1999.0,7.0,4.0,16.0,270,Soyuz-U,Progress M-42,Roskosmos,,LEO (Mir),Logistics,0,1
1999.0,7.0,5.0,6.0,317,Zenit-2,Okean-O,RAKA/NKAU,,LEO,Oceanography,0,1
1999.0,7.0,4.0,4.0,276,Space Shuttle Columbia,"STS-93, Chandra X-ray Observatory, Crewed orbital flight with five astronauts First Shuttle mission with female commander (Eileen Collins) Engine control failures and fuel leak during ascent resulted in lower orbit than planned and IUS underperformance resulted in lower orbit than planned for Chandra, IPS used to raise orbit, reducing lifespan Chandra deployed by Columbia at 11:47 UTC on 23 July","NASA, Crewed orbital flight with five astronauts First Shuttle mission with female commander (Eileen Collins) Engine control failures and fuel leak during ascent resulted in lower orbit than planned and IUS underperformance resulted in lower orbit than planned for Chandra, IPS used to raise orbit, reducing lifespan Chandra deployed by Columbia at 11:47 UTC on 23 July",,"LEO, High Earth, Crewed orbital flight with five astronauts First Shuttle mission with female commander (Eileen Collins) Engine control failures and fuel leak during ascent resulted in lower orbit than planned and IUS underperformance resulted in lower orbit than planned for Chandra, IPS used to raise orbit, reducing lifespan Chandra deployed by Columbia at 11:47 UTC on 23 July","Satellite deployment, X-ray astronomy, Crewed orbital flight with five astronauts First Shuttle mission with female commander (Eileen Collins) Engine control failures and fuel leak during ascent resulted in lower orbit than planned and IUS underperformance resulted in lower orbit than planned for Chandra, IPS used to raise orbit, reducing lifespan Chandra deployed by Columbia at 11:47 UTC on 23 July",1,1
1999.0,7.0,6.0,7.0,72,Delta II 7420-10C,"Globalstar 48, Globalstar 26, Globalstar 43, Globalstar 28",Globalstar,,LEO,Communications,0,1
1999.0,8.0,3.0,22.0,15,Ariane 4 42P,Telkom 1,PT Telkom,,GEO,Communications,0,1
1999.0,8.0,1.0,4.0,72,Delta II 7420-10C,"Globalstar 24, Globalstar 27, Globalstar 54, Globalstar 53",Globalstar,,LEO,Communications,0,1
1999.0,8.0,2.0,18.0,270,Soyuz-U,Kosmos 2365 (Yantar-4K1),MO RF,,LEO,Reconnaissance,0,1
1999.0,8.0,3.0,12.0,130,Kosmos-3M,Kosmos 2366 (Parus),MO RF,,LEO,Navigation,0,1
1999.0,9.0,5.0,22.0,15,Ariane 4 42P,Koreasat 3,Korea Telecom,,GEO,Communications,0,1
1999.0,9.0,0.0,16.0,216,Proton-K/DM-2M,"Yamal 101, Yamal 102",Gazcom,,"Operational: GEO Current: Graveyard, GEO",Communications,0,1
1999.0,9.0,3.0,18.0,270,Soyuz-U,Foton 12,RAKA/ESA,,LEO,Microgravity research,0,1
1999.0,9.0,2.0,14.0,273,Soyuz-U/Ikar,"Globalstar 58, Globalstar 50, Globalstar 33, Globalstar 55",Globalstar,,LEO,Communications,0,1
1999.0,9.0,3.0,6.0,38,Atlas IIAS,Echostar 5,EchoStar,,GEO,Communications,0,1
1999.0,9.0,4.0,18.0,29,Athena II,"Ikonos 2, ","Space Imaging, Final flight of Athena II",Final flight,"Sun-synchronous, Final flight of Athena II","Earth imaging, Final flight of Athena II",0,1
1999.0,9.0,5.0,6.0,18,Ariane 4 44P,Telstar 7,Loral Skynet,,GEO,Communications,0,1
1999.0,9.0,6.0,22.0,216,Proton-K/DM-2M,LMI-1,LMI,,GEO,Communications,0,1
1999.0,9.0,1.0,11.0,270,Soyuz-U,Resurs F-1M,Roskosmos,,LEO,Remote sensing,0,1
1999.0,10.0,3.0,12.0,88,Delta II 7925-9.5,USA-145 (GPS IIR-3),US Air Force,,MEO,Navigation,0,1
1999.0,10.0,6.0,3.0,321,Zenit-3SL,DirecTV-1R,DirecTV,,GEO,Communications,0,1
1999.0,10.0,3.0,3.0,159,Long March 4B,"Zi Yuan 1, SACI 1, Zi Yuan 1 Wide field camera failed 177 days after launch; SACI 1 ceased communications less than a month after launch","CAST/INPE, INPE, Zi Yuan 1 Wide field camera failed 177 days after launch; SACI 1 ceased communications less than a month after launch",,"LEO, Zi Yuan 1 Wide field camera failed 177 days after launch; SACI 1 ceased communications less than a month after launch","Remote sensing, Technology development, Zi Yuan 1 Wide field camera failed 177 days after launch; SACI 1 ceased communications less than a month after launch",0,0
1999.0,10.0,0.0,13.0,273,Soyuz-U/Ikar,"Globalstar 57, Globalstar 59, Globalstar 56, Globalstar 31",Globalstar,,LEO,Communications,0,1
1999.0,10.0,1.0,6.0,17,Ariane 4 44LP,Orion 2,Loral Orion,,GEO,Communications,0,1
1999.0,10.0,2.0,16.0,215,Proton-K/DM-2,"Ekspress-A1, Second stage malfunction","AO Komichekaya, Second stage malfunction",,"Intended: GEO, Second stage malfunction","Communications, Second stage malfunction",0,0
1999.0,11.0,5.0,22.0,17,Ariane 4 44LP,GE 4,GE Americom,,GEO,Communications,0,1
1999.0,11.0,0.0,7.0,121,H-II,"MTSAT, ","NASDA, Final flight of H-II First stage malfunction",Final flight,"Intended: GEO, Final flight of H-II First stage malfunction","Weather/Communications, Final flight of H-II First stage malfunction",0,0
1999.0,11.0,4.0,22.0,145,Long March 2F,Shenzhou 1,CMSA,,LEO,Test spacecraft,0,1
1999.0,11.0,0.0,16.0,273,Soyuz-U/Ikar,"Globalstar 39, Globalstar 34, Globalstar 29, Globalstar 61",Globalstar,,LEO,Communications,0,1
1999.0,11.0,1.0,4.0,35,Atlas IIA,USA-146 (UHF F/O F10),US Navy,,GEO,Communications,0,1
1999.0,12.0,4.0,16.0,13,Ariane 4 40,"Hélios 1B, Clementine, ","French government, DGA, Final flight of Ariane 4 40 Hélios 1B decommissioned in October 2004",Final flight,"LEO, Final flight of Ariane 4 40 Hélios 1B decommissioned in October 2004","Reconnaissance, SIGINT, Final flight of Ariane 4 40 Hélios 1B decommissioned in October 2004",0,1
1999.0,12.0,5.0,18.0,196,Pegasus-XL/HAPS,"Orbcomm 30, Orbcomm 31, Orbcomm 32, Orbcomm 33, Orbcomm 34, Orbcomm 35, Orbcomm 36",Orbcomm,,LEO,Communications,0,1
1999.0,12.0,4.0,14.0,23,Ariane 5G,XMM-Newton,ESA,,High Earth,X-ray Astronomy,0,1
1999.0,12.0,5.0,18.0,314,VLS-1,"SACI-2, Self-destruct activated after second stage failed to ignite","INPE, Self-destruct activated after second stage failed to ignite",,"Intended: LEO, Self-destruct activated after second stage failed to ignite","Technology development, Self-destruct activated after second stage failed to ignite",0,0
1999.0,12.0,6.0,17.0,294,Titan II 23G,USA-147 (DMSP 5D3 F15),US Air force,,Sun-synchronous,Weather satellite,0,1
1999.0,12.0,5.0,18.0,38,Atlas IIAS,Terra,NASA,,Sun-synchronous,Earth observation,0,1
1999.0,12.0,0.0,0.0,277,Space Shuttle Discovery,"STS-103, Crewed orbital flight with seven astronauts Hubble Space Telescope Servicing Mission 3A","NASA, Crewed orbital flight with seven astronauts Hubble Space Telescope Servicing Mission 3A",,"LEO (HST), Crewed orbital flight with seven astronauts Hubble Space Telescope Servicing Mission 3A","HST Servicing, Crewed orbital flight with seven astronauts Hubble Space Telescope Servicing Mission 3A",1,1
1999.0,12.0,1.0,7.0,287,Taurus 2110,"KOMPSAT, ACRIMSAT, Celestis-03, Contact with KOMPSAT lost on 6 January 2008","KAIST, NASA, Celestis, Contact with KOMPSAT lost on 6 January 2008",,"Sun-synchronous, Contact with KOMPSAT lost on 6 January 2008","Ocean colour sensor, Solar research, Space burial, Contact with KOMPSAT lost on 6 January 2008",0,1
1999.0,12.0,2.0,0.0,16,Ariane 4 44L,Galaxy 11,PanAmSat,,GEO,Communications,0,1
,,,,237,Rokot/Briz-K,RVSN-40,RVSN,,Planned: MEO,Satellite navigation test,0,0
1999.0,12.0,6.0,8.0,309,Tsyklon-2,Kosmos 2367 (US-PM),Russian Navy,,LEO,SIGINT,0,1
1999.0,12.0,0.0,19.0,178,Molniya-M,Kosmos 2368 (Oko),VKS,,Molniya,Early warning,0,1
2000.0,1.0,4.0,1.0,36,Atlas IIA / IABS,USA-148 (DSCS III B-8),US Air Force,,GEO,Communications,0,1
2000.0,1.0,1.0,1.0,26,Ariane-42L H10-3,Galaxy 10R,PanAmSat,,GEO,Communications,0,1
2000.0,1.0,1.0,16.0,149,Long March 3A,ChinaSat 22 (Feng Huo 1A),ChinaSat / CAST,,GEO,Communications,0,1
2000.0,1.0,3.0,3.0,171,Minotaur I,"JAWSAT, FalconSat 1, ASUSAT 1, OCSE, OPAL, STENSAT, MEMS 1A, MEMS 1B, Thelma, Louise, JAK (MASAT)","Weber State/USAF Academy, USAF Academy, Arizona State, US Air Force, Stanford, AMSAT, DARPA, Santa Clara",,LEO,"Plasma research, Technology demonstration, Imaging/Communications, Laser calibration, Picosatellite deployment, Communications, Technology development",0,1
2000.0,2.0,1.0,6.0,270,Soyuz-U,Progress M1-1,Roskosmos,,LEO (Mir),Logistics,0,1
2000.0,2.0,3.0,9.0,317,Zenit-2,Kosmos 2369 (Tselina-2 №18),MO RF,,LEO,ELINT,0,1
2000.0,2.0,3.0,23.0,38,Atlas IIAS,Hispasat 1C (Hispasat 84W-1),Hispasat,,GEO,Communications,0,0
2000.0,2.0,1.0,21.0,72,Delta II 7420-10C,"Globalstar 60, Globalstar 62, Globalstar 63, Globalstar 64",Globalstar,,LEO,Communications,0,1
2000.0,2.0,1.0,23.0,271,Soyuz-U / Fregat,"IRDT 1, IRDT-Fregat, Gruzovoy Maket","ESA, Lavochkin",,LEO,"Recoverable experiments, Boilerplate",0,0
2000.0,2.0,3.0,1.0,170,M-V,"ASTRO-E, Loss of control during first stage burn","ISAS, Loss of control during first stage burn",,"Intended: LEO, Loss of control during first stage burn","Astronomy, Loss of control during first stage burn",0,0
2000.0,2.0,4.0,17.0,278,Space Shuttle Endeavour,"STS-99, Crewed orbital flight with six astronauts Shuttle Radar Topography Mission","NASA, Crewed orbital flight with six astronauts Shuttle Radar Topography Mission",,"LEO, Crewed orbital flight with six astronauts Shuttle Radar Topography Mission","Radar topography, Crewed orbital flight with six astronauts Shuttle Radar Topography Mission",1,1
