DateTimeYear,Rocket,Payload,Operator,Orbit,Function,Decay,Outcome,FlightNumberInfo,LaunchSite,Success
7 April 02:13-1998,Proton-K/DM2,Iridium 67,Iridium,LEO,Communications,2 July 2018[15],Operational,,,1
7 April 02:13-1998,Proton-K/DM2,Iridium 68,Iridium,LEO,Communications,6 June 2018[16],Operational,,,1
17 April 18:19-1998,Space Shuttle Columbia,STS-90,NASA,LEO,Microgravity research,3 May 16:09,Successful,Final flight,,1
17 April 18:19-1998,Space Shuttle Columbia,Spacelab LM-2 (Neurolab),Crewed orbital flight with seven astronauts Final flight of Spacelab Long Module No. 2,LEO (Columbia),Life science research,Crewed orbital flight with seven astronauts Final flight of Spacelab Long Module No. 2,Crewed orbital flight with seven astronauts Final flight of Spacelab Long Module No. 2,Final flight,,0
17 April 18:19-1998,Space Shuttle Columbia,EDO Pallet,Crewed orbital flight with seven astronauts Final flight of Spacelab Long Module No. 2,Crewed orbital flight with seven astronauts Final flight of Spacelab Long Module No. 2,Cryogenic mission duration extension pallet,Crewed orbital flight with seven astronauts Final flight of Spacelab Long Module No. 2,Crewed orbital flight with seven astronauts Final flight of Spacelab Long Module No. 2,Final flight,,0
17 April 18:19-1998,Space Shuttle Columbia,Crewed orbital flight with seven astronauts,Crewed orbital flight with seven astronauts Final flight of Spacelab Long Module No. 2,Crewed orbital flight with seven astronauts Final flight of Spacelab Long Module No. 2,Crewed orbital flight with seven astronauts Final flight of Spacelab Long Module No. 2,Crewed orbital flight with seven astronauts Final flight of Spacelab Long Module No. 2,Crewed orbital flight with seven astronauts Final flight of Spacelab Long Module No. 2,Final flight,,0
24 April 22:38-1998,Delta II 7420-10C,Globalstar 14,Globalstar,LEO,Communications,In orbit,Operational,,,1
24 April 22:38-1998,Delta II 7420-10C,Globalstar 6,Globalstar,LEO,Communications,In orbit,Operational,,,1
24 April 22:38-1998,Delta II 7420-10C,Globalstar 15,Globalstar,LEO,Communications,In orbit,Operational,,,1
24 April 22:38-1998,Delta II 7420-10C,Globalstar 8,Globalstar,LEO,Communications,In orbit,Operational,,,1
28 April 22:53-1998,Ariane 4 44P,Nilesat 101,Nilesat,GEO,Communications,In orbit,Operational,,,1
28 April 22:53-1998,Ariane 4 44P,BSAT-1B,BSAT,Nilesat is the first Egyptian satellite,Nilesat is the first Egyptian satellite,Nilesat is the first Egyptian satellite,Nilesat is the first Egyptian satellite,,,0
28 April 22:53-1998,Ariane 4 44P,Nilesat is the first Egyptian satellite,Nilesat is the first Egyptian satellite,Nilesat is the first Egyptian satellite,Nilesat is the first Egyptian satellite,Nilesat is the first Egyptian satellite,Nilesat is the first Egyptian satellite,,,0
29 April 04:36-1998,Proton-K/DM-2,Kosmos 2350 (Prognoz SPRN),RVSN,GEO,Communications,In orbit,Operational,,,1
2 May 09:16-1998,Long March 2C,Iridium 69,Iridium,LEO,Communications,In orbit,Operational,,,1
2 May 09:16-1998,Long March 2C,Iridium 71,Iridium,LEO,Communications,In orbit,Operational,,,1
7 May 08:53-1998,Molniya-M,Kosmos 2351 (Oko),MO RF,Molniya,Early Warning,In orbit,Operational,,,1
7 May 23:45-1998,Proton-K/DM-2M,EchoStar 4,EchoStar,GEO,Communications,In orbit,Operational,,,1
9 May 01:38-1998,Titan IVB 401/Centaur,USA-139 / Orion 4,NRO,GEO,SIGINT,In orbit,Operational,,,1
9 May 01:38-1998,Titan IVB 401/Centaur,NROL-6 mission.,NROL-6 mission.,NROL-6 mission.,NROL-6 mission.,NROL-6 mission.,NROL-6 mission.,,,0
13 May 15:52-1998,Titan 23G,NOAA-15 (NOAA-K),NOAA,Sun-synchronous,Weather satellite,In orbit,Operational,,,1
14 May 22:12-1998,Soyuz-U,Progress M-39,Roskosmos,LEO (Mir),Logistics,29 October 04:14,Successful,,,1
17 May 21:16-1998,Delta II 7920-10C,Iridium 70,Iridium,LEO,Communications,11 October 2018[17],Successful,,,1
17 May 21:16-1998,Delta II 7920-10C,Iridium 72,Iridium,LEO,Communications,14 May 2018[18],Operational,,,1
17 May 21:16-1998,Delta II 7920-10C,Iridium 73,Iridium,LEO,Communications,In orbit,Operational,,,1
17 May 21:16-1998,Delta II 7920-10C,Iridium 74,Iridium,LEO,Communications,11 June 2017[19],Operational,,,1
17 May 21:16-1998,Delta II 7920-10C,Iridium 75,Iridium,LEO,Communications,10 July 2018[20],Operational,,,1
30 May 10:00-1998,Long March 3B,Zhongwei 1 (ChinaStar 1),COTSC,GEO,Communications,In orbit,Operational,,,1
2 June 22:06-1998,Space Shuttle Discovery,STS-91,NASA,LEO (Mir),Shuttle-Mir flight,12 June 18:00,Successful,,,1
2 June 22:06-1998,Space Shuttle Discovery,SpaceHab Logistics Double Module,NASA/SpaceHab,LEO (Discovery),Logistics,Crewed orbital flight with six astronauts,Crewed orbital flight with six astronauts,,,0
2 June 22:06-1998,Space Shuttle Discovery,AMS-01,ESA,Crewed orbital flight with six astronauts,Particle physics,landing with seven Final Shuttle-Mir flight and first shuttle flight with Super-lightweight Aluminium/Lithium ET,landing with seven Final Shuttle-Mir flight and first shuttle flight with Super-lightweight Aluminium/Lithium ET,,,0
2 June 22:06-1998,Space Shuttle Discovery,Crewed orbital flight with six astronauts,Crewed orbital flight with six astronauts,landing with seven Final Shuttle-Mir flight and first shuttle flight with Super-lightweight Aluminium/Lithium ET,Crewed orbital flight with six astronauts,landing with seven Final Shuttle-Mir flight and first shuttle flight with Super-lightweight Aluminium/Lithium ET,landing with seven Final Shuttle-Mir flight and first shuttle flight with Super-lightweight Aluminium/Lithium ET,,,0
2 June 22:06-1998,Space Shuttle Discovery,landing with seven Final Shuttle-Mir flight and first shuttle flight with Super-lightweight Aluminium/Lithium ET,landing with seven Final Shuttle-Mir flight and first shuttle flight with Super-lightweight Aluminium/Lithium ET,landing with seven Final Shuttle-Mir flight and first shuttle flight with Super-lightweight Aluminium/Lithium ET,landing with seven Final Shuttle-Mir flight and first shuttle flight with Super-lightweight Aluminium/Lithium ET,landing with seven Final Shuttle-Mir flight and first shuttle flight with Super-lightweight Aluminium/Lithium ET,landing with seven Final Shuttle-Mir flight and first shuttle flight with Super-lightweight Aluminium/Lithium ET,,,0
10 June 00:35-1998,Delta II 7925-9.5,Thor 3,Telenor,GEO,Communications,In orbit,Operational,,,1
15 June 22:58-1998,Tsyklon-3,Kosmos 2352 (Strela-3),MO RF,Intended: MEO Actual: LEO,Communications,In orbit,Partial Failure,,,0
15 June 22:58-1998,Tsyklon-3,Kosmos 2353 (Strela-3),Third stage failure left satellites in lower orbit than planned,Third stage failure left satellites in lower orbit than planned,Third stage failure left satellites in lower orbit than planned,Third stage failure left satellites in lower orbit than planned,Third stage failure left satellites in lower orbit than planned,,,0
15 June 22:58-1998,Tsyklon-3,Kosmos 2354 (Strela-3),Third stage failure left satellites in lower orbit than planned,Third stage failure left satellites in lower orbit than planned,Third stage failure left satellites in lower orbit than planned,Third stage failure left satellites in lower orbit than planned,Third stage failure left satellites in lower orbit than planned,,,0
15 June 22:58-1998,Tsyklon-3,Kosmos 2355 (Strela-3),Third stage failure left satellites in lower orbit than planned,Third stage failure left satellites in lower orbit than planned,Third stage failure left satellites in lower orbit than planned,Third stage failure left satellites in lower orbit than planned,Third stage failure left satellites in lower orbit than planned,,,0
15 June 22:58-1998,Tsyklon-3,Kosmos 2356 (Strela-3),Third stage failure left satellites in lower orbit than planned,Third stage failure left satellites in lower orbit than planned,Third stage failure left satellites in lower orbit than planned,Third stage failure left satellites in lower orbit than planned,Third stage failure left satellites in lower orbit than planned,,,0
15 June 22:58-1998,Tsyklon-3,Kosmos 2357 (Strela-3),Third stage failure left satellites in lower orbit than planned,Third stage failure left satellites in lower orbit than planned,Third stage failure left satellites in lower orbit than planned,Third stage failure left satellites in lower orbit than planned,Third stage failure left satellites in lower orbit than planned,,,0
15 June 22:58-1998,Tsyklon-3,Third stage failure left satellites in lower orbit than planned,Third stage failure left satellites in lower orbit than planned,Third stage failure left satellites in lower orbit than planned,Third stage failure left satellites in lower orbit than planned,Third stage failure left satellites in lower orbit than planned,Third stage failure left satellites in lower orbit than planned,,,0
18 June 22:48-1998,Atlas IIAS,Intelsat 805,Intelsat,GEO,Communications,In orbit,Operational,,,1
24 June 18:29-1998,Soyuz-U,Kosmos 2358 (Yantar),MO RF,LEO,Reconnaissance,22 October,Successful,,,1
25 June 14:00-1998,Soyuz-U,Kosmos 2359 (Yantar),MO RF,LEO,Reconnaissance,12 July 1999,Successful,,,1
1 July 00:48-1998,Molniya-M,Molniya 3–49,MOM,Molniya,Communications,2 February 2011,Successful,,,1
3 July 18:12-1998,M-V,Nozomi (PLANET-B),ISAS,Intended: Areocentric Actual: Heliocentric,Mars orbiter,In orbit,Spacecraft failure,,,0
3 July 18:12-1998,M-V,Gravity assist produced less velocity than expected,Gravity assist produced less velocity than expected,Gravity assist produced less velocity than expected,Gravity assist produced less velocity than expected,Gravity assist produced less velocity than expected,Gravity assist produced less velocity than expected,,,0
3 July 18:12-1998,M-V,spacecraft ran out of fuel trying to compensate,spacecraft ran out of fuel trying to compensate,spacecraft ran out of fuel trying to compensate,spacecraft ran out of fuel trying to compensate,spacecraft ran out of fuel trying to compensate,spacecraft ran out of fuel trying to compensate,,,0
7 July 03:15-1998,Shtil',Tubsat-N,TUB,LEO,Communications,23 April 2002,Successful,,,1
7 July 03:15-1998,Shtil',Tubsat-N1,Makeev,LEO,Measure carrier rocket performance,21 October 2000,Successful,,,1
7 July 03:15-1998,Shtil',Shtil 1,Makeev,LEO,Measure carrier rocket performance,8 May 2014,Successful,,,1
10 July 06:30-1998,Zenit-2,Resurs-O1 4,FACh,LEO,Remote sensing,In orbit,Operational,,,1
10 July 06:30-1998,Zenit-2,Fasat-Bravo,Technion,Fasat-Bravo is the first successful Chilean satellite,Communications,Fasat-Bravo is the first successful Chilean satellite,Fasat-Bravo is the first successful Chilean satellite,,,0
10 July 06:30-1998,Zenit-2,TMSAT,WPLTN,Fasat-Bravo is the first successful Chilean satellite,Technology development,Fasat-Bravo is the first successful Chilean satellite,Fasat-Bravo is the first successful Chilean satellite,,,0
10 July 06:30-1998,Zenit-2,Gurwin Techsat 1B,DLR,Fasat-Bravo is the first successful Chilean satellite,Laser tracking,Fasat-Bravo is the first successful Chilean satellite,Fasat-Bravo is the first successful Chilean satellite,,,0
10 July 06:30-1998,Zenit-2,WESTPAC,Fasat-Bravo is the first successful Chilean satellite,Fasat-Bravo is the first successful Chilean satellite,Fasat-Bravo is the first successful Chilean satellite,Fasat-Bravo is the first successful Chilean satellite,Fasat-Bravo is the first successful Chilean satellite,,,0
10 July 06:30-1998,Zenit-2,SAFIR-2,Fasat-Bravo is the first successful Chilean satellite,Fasat-Bravo is the first successful Chilean satellite,Fasat-Bravo is the first successful Chilean satellite,Fasat-Bravo is the first successful Chilean satellite,Fasat-Bravo is the first successful Chilean satellite,,,0
10 July 06:30-1998,Zenit-2,Fasat-Bravo is the first successful Chilean satellite,Fasat-Bravo is the first successful Chilean satellite,Fasat-Bravo is the first successful Chilean satellite,Fasat-Bravo is the first successful Chilean satellite,Fasat-Bravo is the first successful Chilean satellite,Fasat-Bravo is the first successful Chilean satellite,,,0
18 July 09:20-1998,Long March 3B,Sinosat-1,SinoSat,GEO,Communications,In orbit,Operational,,,1
28 July 09:15-1998,Zenit-2,Kosmos 2360 (Tselina-2),MO RF,LEO,SIGINT,In orbit,Operational,,,1
2 August 16:24-1998,Pegasus-XL/HAPS,Orbcomm B5,Orbcomm,LEO,Communications,In orbit,Operational,,,1
2 August 16:24-1998,Pegasus-XL/HAPS,Orbcomm B6,The decommissioned Orbcomm B4 satellite disintegrated into 34 pieces in 2018; the cause is under investigation as of January 2019[21],The decommissioned Orbcomm B4 satellite disintegrated into 34 pieces in 2018; the cause is under investigation as of January 2019[21],The decommissioned Orbcomm B4 satellite disintegrated into 34 pieces in 2018; the cause is under investigation as of January 2019[21],22 December 2018 07:12,Successful,,,1
2 August 16:24-1998,Pegasus-XL/HAPS,Orbcomm B7,The decommissioned Orbcomm B4 satellite disintegrated into 34 pieces in 2018; the cause is under investigation as of January 2019[21],The decommissioned Orbcomm B4 satellite disintegrated into 34 pieces in 2018; the cause is under investigation as of January 2019[21],The decommissioned Orbcomm B4 satellite disintegrated into 34 pieces in 2018; the cause is under investigation as of January 2019[21],The decommissioned Orbcomm B4 satellite disintegrated into 34 pieces in 2018; the cause is under investigation as of January 2019[21],The decommissioned Orbcomm B4 satellite disintegrated into 34 pieces in 2018; the cause is under investigation as of January 2019[21],,,0
2 August 16:24-1998,Pegasus-XL/HAPS,Orbcomm B8,The decommissioned Orbcomm B4 satellite disintegrated into 34 pieces in 2018; the cause is under investigation as of January 2019[21],The decommissioned Orbcomm B4 satellite disintegrated into 34 pieces in 2018; the cause is under investigation as of January 2019[21],The decommissioned Orbcomm B4 satellite disintegrated into 34 pieces in 2018; the cause is under investigation as of January 2019[21],The decommissioned Orbcomm B4 satellite disintegrated into 34 pieces in 2018; the cause is under investigation as of January 2019[21],The decommissioned Orbcomm B4 satellite disintegrated into 34 pieces in 2018; the cause is under investigation as of January 2019[21],,,0
2 August 16:24-1998,Pegasus-XL/HAPS,Orbcomm B4,The decommissioned Orbcomm B4 satellite disintegrated into 34 pieces in 2018; the cause is under investigation as of January 2019[21],The decommissioned Orbcomm B4 satellite disintegrated into 34 pieces in 2018; the cause is under investigation as of January 2019[21],The decommissioned Orbcomm B4 satellite disintegrated into 34 pieces in 2018; the cause is under investigation as of January 2019[21],The decommissioned Orbcomm B4 satellite disintegrated into 34 pieces in 2018; the cause is under investigation as of January 2019[21],The decommissioned Orbcomm B4 satellite disintegrated into 34 pieces in 2018; the cause is under investigation as of January 2019[21],,,0
2 August 16:24-1998,Pegasus-XL/HAPS,Orbcomm B3,The decommissioned Orbcomm B4 satellite disintegrated into 34 pieces in 2018; the cause is under investigation as of January 2019[21],The decommissioned Orbcomm B4 satellite disintegrated into 34 pieces in 2018; the cause is under investigation as of January 2019[21],The decommissioned Orbcomm B4 satellite disintegrated into 34 pieces in 2018; the cause is under investigation as of January 2019[21],The decommissioned Orbcomm B4 satellite disintegrated into 34 pieces in 2018; the cause is under investigation as of January 2019[21],The decommissioned Orbcomm B4 satellite disintegrated into 34 pieces in 2018; the cause is under investigation as of January 2019[21],,,0
2 August 16:24-1998,Pegasus-XL/HAPS,Orbcomm B2,The decommissioned Orbcomm B4 satellite disintegrated into 34 pieces in 2018; the cause is under investigation as of January 2019[21],The decommissioned Orbcomm B4 satellite disintegrated into 34 pieces in 2018; the cause is under investigation as of January 2019[21],The decommissioned Orbcomm B4 satellite disintegrated into 34 pieces in 2018; the cause is under investigation as of January 2019[21],The decommissioned Orbcomm B4 satellite disintegrated into 34 pieces in 2018; the cause is under investigation as of January 2019[21],The decommissioned Orbcomm B4 satellite disintegrated into 34 pieces in 2018; the cause is under investigation as of January 2019[21],,,0
2 August 16:24-1998,Pegasus-XL/HAPS,Orbcomm B1,The decommissioned Orbcomm B4 satellite disintegrated into 34 pieces in 2018; the cause is under investigation as of January 2019[21],The decommissioned Orbcomm B4 satellite disintegrated into 34 pieces in 2018; the cause is under investigation as of January 2019[21],The decommissioned Orbcomm B4 satellite disintegrated into 34 pieces in 2018; the cause is under investigation as of January 2019[21],The decommissioned Orbcomm B4 satellite disintegrated into 34 pieces in 2018; the cause is under investigation as of January 2019[21],The decommissioned Orbcomm B4 satellite disintegrated into 34 pieces in 2018; the cause is under investigation as of January 2019[21],,,0
2 August 16:24-1998,Pegasus-XL/HAPS,The decommissioned Orbcomm B4 satellite disintegrated into 34 pieces in 2018; the cause is under investigation as of January 2019[21],The decommissioned Orbcomm B4 satellite disintegrated into 34 pieces in 2018; the cause is under investigation as of January 2019[21],The decommissioned Orbcomm B4 satellite disintegrated into 34 pieces in 2018; the cause is under investigation as of January 2019[21],The decommissioned Orbcomm B4 satellite disintegrated into 34 pieces in 2018; the cause is under investigation as of January 2019[21],The decommissioned Orbcomm B4 satellite disintegrated into 34 pieces in 2018; the cause is under investigation as of January 2019[21],The decommissioned Orbcomm B4 satellite disintegrated into 34 pieces in 2018; the cause is under investigation as of January 2019[21],,,0
