DateTime,Rocket,Payload,Operator,Orbit,Function,Decay,Outcome,Year,FlightNumberInfo,LaunchSite
18 June 14:02,Proton-K/DM2,Iridium 16,Iridium,LEO,Communications,In orbit,Operational,1997,,
18 June 14:02,Proton-K/DM2,Iridium 11,Iridium,LEO,Communications,In orbit,Spacecraft Failure,1997,,
25 June 23:44,Ariane 4 (44P),Intelsat 802,Intelsat,GEO,Communications,In orbit,Operational,1997,,
1 July 18:02,Space Shuttle Columbia,STS-94,NASA,LEO,Microgravity research,17 July 10:40,Successful,1997,,
1 July 18:02,Space Shuttle Columbia,Spacelab Long Module 1,NASA,LEO (Columbia),Spacelab MSL-1,17 July 10:40,Successful,1997,,
1 July 18:02,Space Shuttle Columbia,EDO Pallet,NASA,LEO (Columbia),Cryogenic mission extension pallet,17 July 10:40,Successful,1997,,
1 July 18:02,Space Shuttle Columbia,"Crewed orbital flight with seven astronauts, reflight of STS-83","Crewed orbital flight with seven astronauts, reflight of STS-83 Final flight of Spacelab Long Module 1","Crewed orbital flight with seven astronauts, reflight of STS-83 Final flight of Spacelab Long Module 1","Crewed orbital flight with seven astronauts, reflight of STS-83 Final flight of Spacelab Long Module 1","Crewed orbital flight with seven astronauts, reflight of STS-83 Final flight of Spacelab Long Module 1","Crewed orbital flight with seven astronauts, reflight of STS-83 Final flight of Spacelab Long Module 1",1997,Final flight,
5 July 04:11,Soyuz-U,Progress M-35,Roskosmos,LEO (Mir),Logistics,7 October 17:23,Successful,1997,,
9 July 13:04,Delta II 7920-10C,Iridium 15,Iridium,LEO,Communications,14 October 2018[9],Successful,1997,,
9 July 13:04,Delta II 7920-10C,Iridium 17,Iridium,LEO,Communications,In orbit,Operational,1997,,
9 July 13:04,Delta II 7920-10C,Iridium 20,Iridium,LEO,Communications,In orbit,Spacecraft Failure,1997,,
9 July 13:04,Delta II 7920-10C,Iridium 18,Iridium,LEO,Communications,19 August 2018[10],Successful,1997,,
9 July 13:04,Delta II 7920-10C,Iridium 21,Iridium,LEO,Communications,In orbit,Spacecraft Failure,1997,,
23 July 03:42,Delta II 7925-9.5,USA-132 (GPS IIR-2),US Air Force,MEO,Navigation,In orbit,Operational,1997,,
28 July 01:15,Atlas IIAS,Superbird C,SCC,GEO,Communications,In orbit,Operational,1997,,
1 August 20:20,Pegasus-XL,Orbview-2,GeoEye,LEO,Earth imaging,In orbit,Operational,1997,,
5 August 15:35,Soyuz-U,Soyuz TM-26,Roskosmos,LEO (Mir),Mir EO-24,19 February 1998 09:10,Successful,1997,,
5 August 15:35,Soyuz-U,Crewed orbital flight with two cosmonauts,Crewed orbital flight with two cosmonauts,Crewed orbital flight with two cosmonauts,Crewed orbital flight with two cosmonauts,Crewed orbital flight with two cosmonauts,Crewed orbital flight with two cosmonauts,1997,,
7 August 14:41,Space Shuttle Discovery,STS-85,NASA,LEO,Space sciences,19 August 11:08,Successful,1997,,
7 August 14:41,Space Shuttle Discovery,CRISTA-SPAS-2,DLR/NASA,LEO,Atmospheric research,19 August 11:08,Successful,1997,,
7 August 14:41,Space Shuttle Discovery,MFD,NASDA,LEO (Discovery),Dextrous RMS demonstration,19 August 11:08,Successful,1997,,
7 August 14:41,Space Shuttle Discovery,Crewed orbital flight with six astronauts CRISTA-SPAS deployed 7 August and retrieved 16 August,Crewed orbital flight with six astronauts CRISTA-SPAS deployed 7 August and retrieved 16 August,Crewed orbital flight with six astronauts CRISTA-SPAS deployed 7 August and retrieved 16 August,Crewed orbital flight with six astronauts CRISTA-SPAS deployed 7 August and retrieved 16 August,Crewed orbital flight with six astronauts CRISTA-SPAS deployed 7 August and retrieved 16 August,Crewed orbital flight with six astronauts CRISTA-SPAS deployed 7 August and retrieved 16 August,1997,,
8 August 06:46,Ariane 4 (44LP),PAS 6,PanAmSat,GEO,Communications,In orbit,Spacecraft Failure,1997,,
8 August 06:46,Ariane 4 (44LP),Spacecraft failure occurred in April 2004,Spacecraft failure occurred in April 2004,Spacecraft failure occurred in April 2004,Spacecraft failure occurred in April 2004,Spacecraft failure occurred in April 2004,Spacecraft failure occurred in April 2004,1997,,
14 August 20:49,Proton-K/DM-2,Kosmos 2345 (Prognoz),MO RF,GEO,Early warning,In orbit,Successful,1997,,
14 August 20:49,Proton-K/DM-2,Retired on 1 January 1999,Retired on 1 January 1999,Retired on 1 January 1999,Retired on 1 January 1999,Retired on 1 January 1999,Retired on 1 January 1999,1997,,
19 August 17:50,Long March 3B,Agila 2,MPSC,GEO,Communications,In orbit,Operational,1997,,
21 August 00:38,Delta II 7920-10C,Iridium 26,Iridium,LEO,Communications,In orbit,Operational,1997,,
21 August 00:38,Delta II 7920-10C,Iridium 25,Iridium,LEO,Communications,14 May 2018[11],Successful,1997,,
21 August 00:38,Delta II 7920-10C,Iridium 24,Iridium,LEO,Communications,11 May 2019[12],Spacecraft Failure,1997,,
21 August 00:38,Delta II 7920-10C,Iridium 23,Iridium,LEO,Communications,28 March 2018[13],Successful,1997,,
21 August 00:38,Delta II 7920-10C,Iridium 22,Iridium,LEO,Communications,In orbit,Operational,1997,,
23 August 06:51,LMLV-1 (Athena I),Lewis,NASA,LEO,Earth observation,29 September,Spacecraft failure,1997,,
23 August 06:51,LMLV-1 (Athena I),Control lost within three days of launch due to RCS design flaw.[14],Control lost within three days of launch due to RCS design flaw.[14],Control lost within three days of launch due to RCS design flaw.[14],Control lost within three days of launch due to RCS design flaw.[14],Control lost within three days of launch due to RCS design flaw.[14],Control lost within three days of launch due to RCS design flaw.[14],1997,,
25 August 14:39,Delta II 7920-8,ACE,NASA,Earth/Sun L1 point,Magnetospheric research,In orbit,Operational,1997,,
28 August 00:33,Proton-K/DM-2M,PAS 5,PanAmSat,GEO,Communications,In orbit,Operational,1997,,
29 August 15:02,Pegasus-XL,FORTE,US Air Force,LEO,Ionosphere research,In orbit,Operational,1997,,
1 September 14:00,Long March 2C,Iridium MFS-1,Iridium,LEO,Boilerplate spacecraft,In orbit,Successful,1997,,
1 September 14:00,Long March 2C,Iridium MFS-2,Iridium,LEO,Boilerplate spacecraft,In orbit,Successful,1997,,
2 September 22:21,Ariane 4 (44LP),Hot Bird 3,Eutelsat,GEO,Communications,In orbit,Operational,1997,,
2 September 22:21,Ariane 4 (44LP),Meteosat 7,Eumetsat,GEO,Meteorology,In orbit,Operational,1997,,
4 September 12:03,Atlas IIAS,GE 3,GE Americom,GEO,Communications,In orbit,Operational,1997,,
14 September 01:36,Proton-K/17S40,Iridium 29,Iridium,LEO,Communications,In orbit,Operational,1997,,
14 September 01:36,Proton-K/17S40,Iridium 32,Iridium,LEO,Communications,10 March 2019[16],Successful,1997,,
14 September 01:36,Proton-K/17S40,Iridium 33,Iridium,LEO,Communications,10 February 2009,Partial Failure,1997,,
14 September 01:36,Proton-K/17S40,Iridium 27,Iridium,LEO,Communications,1 February 2002,Spacecraft Failure,1997,,
14 September 01:36,Proton-K/17S40,Iridium 28,Iridium,LEO,Communications,In orbit,Operational,1997,,
14 September 01:36,Proton-K/17S40,Iridium 30,Iridium,LEO,Communications,28 September 2017[17],Successful,1997,,
14 September 01:36,Proton-K/17S40,Iridium 31,Iridium,LEO,Communications,20 December 2018[18],Successful,1997,,
14 September 01:36,Proton-K/17S40,Iridium 33 destroyed in collision with Kosmos 2251[15],Iridium 33 destroyed in collision with Kosmos 2251[15],Iridium 33 destroyed in collision with Kosmos 2251[15],Iridium 33 destroyed in collision with Kosmos 2251[15],Iridium 33 destroyed in collision with Kosmos 2251[15],Iridium 33 destroyed in collision with Kosmos 2251[15],1997,,
23 September 16:44,Kosmos-3M,Kosmos 2346 (Parus),MO RF,LEO,Navigation,In orbit,Operational,1997,,
23 September 16:44,Kosmos-3M,FAISAT-2V,FAI,LEO,Communications,In orbit,Operational,1997,,
23 September 23:58,Ariane 4 (42L),Intelsat 803,Intelsat,GEO,Communications,In orbit,Operational,1997,,
24 September 21:30,Molniya-M,Molniya-1T,MO RF,Molniya,Communications,In orbit,Operational,1997,,
26 September 02:34,Space Shuttle Atlantis,STS-86,NASA,LEO (Mir),Shuttle-Mir flight,6 October 21:55,Successful,1997,,
26 September 02:34,Space Shuttle Atlantis,SpaceHab LDM,NASA/SpaceHab,LEO (Atlantis),Logistics,6 October 21:55,Successful,1997,,
26 September 02:34,Space Shuttle Atlantis,Crewed orbital flight with seven astronauts,Crewed orbital flight with seven astronauts,Crewed orbital flight with seven astronauts,Crewed orbital flight with seven astronauts,Crewed orbital flight with seven astronauts,Crewed orbital flight with seven astronauts,1997,,
27 September 01:23,Delta II 7920-10C,Iridium 19,Iridium,LEO,Communications,7 April 2018[19],Successful,1997,,
27 September 01:23,Delta II 7920-10C,Iridium 37,Iridium,LEO,Communications,26 May 2018[20],Successful,1997,,
27 September 01:23,Delta II 7920-10C,Iridium 36,Iridium,LEO,Communications,In orbit,Operational,1997,,
27 September 01:23,Delta II 7920-10C,Iridium 35,Iridium,LEO,Communications,26 December 2018[21],Successful,1997,,
27 September 01:23,Delta II 7920-10C,Iridium 34,Iridium,LEO,Communications,8 January 2018[22],Successful,1997,,
29 September 04:47,PSLV,IRS-1D,ISRO,Sun-synchronous,Remote sensing,In orbit,Operational,1997,,
5 October 15:08,Soyuz-U,Progress M-36,Roskosmos,LEO (Mir),Logistics,19 December 13:20,Successful,1997,,
5 October 15:08,Soyuz-U,Sputnik-40,Roskosmos,LEO,Amateur communications,21 May 1998,Successful,1997,,
5 October 15:08,Soyuz-U,X-Mir,DASA,LEO (Mir),Inspect Mir,2 October 1998,Successful,1997,,
5 October 21:01,Atlas IIAS,Echostar 3,EchoStar,GEO,Communications,In orbit,Operational,1997,,
9 October 17:59,Soyuz-U,Foton 11,Roskosmos,LEO,Microgravity research,23 October,Successful,1997,,
15 October 08:43,Titan IVB (401)/Centaur,Cassini,NASA,Kronocentric Orbit,Saturn orbiter,15 September 2017 10:31,Successful,1997,,
15 October 08:43,Titan IVB (401)/Centaur,Huygens,NASA/ESA,Kronocentric Orbit,Titan lander,14 January 2005 12:43,Successful,1997,,
15 October 08:43,Titan IVB (401)/Centaur,Cassini is the first spacecraft to orbit Saturn and Huygens is the first spacecraft to land on Titan. Huygens released from Cassini on 25 December 2004.,Cassini is the first spacecraft to orbit Saturn and Huygens is the first spacecraft to land on Titan. Huygens released from Cassini on 25 December 2004.,Cassini is the first spacecraft to orbit Saturn and Huygens is the first spacecraft to land on Titan. Huygens released from Cassini on 25 December 2004.,Cassini is the first spacecraft to orbit Saturn and Huygens is the first spacecraft to land on Titan. Huygens released from Cassini on 25 December 2004.,Cassini is the first spacecraft to orbit Saturn and Huygens is the first spacecraft to land on Titan. Huygens released from Cassini on 25 December 2004.,Cassini is the first spacecraft to orbit Saturn and Huygens is the first spacecraft to land on Titan. Huygens released from Cassini on 25 December 2004.,1997,,
16 October 19:13,Long March 3B,Apstar 2R,APT,GEO,Communications,In orbit,Operational,1997,,
22 October 13:13,Pegasus-XL,STEP-4,US Air Force,LEO,,31 March 2001,Successful,1997,,
24 October 02:32,Titan IVA (403),USA-133 (Lacrosse 3),NRO,LEO,Reconnaissance,In orbit,Operational,1997,,
25 October 00:46,Atlas IIA,USA-135 (DSCS III F13),US Air Force,GEO,Communications,In orbit,Operational,1997,,
25 October 00:46,Atlas IIA,FalconSat Gold,USAFA,GEO transfer,Technology demonstration,27 September 1998,Successful,1997,,
30 October 13:43,Ariane 5G,MAQSAT-H,ESA,GEO transfer,Boilerplate,In orbit,Successful,1997,,
30 October 13:43,Ariane 5G,MAQSAT-B,ESA,GEO transfer,Boilerplate,In orbit,Successful,1997,,
30 October 13:43,Ariane 5G,TEAMSAT,ESTEC,GEO transfer,Technology development,In orbit,Operational,1997,,
30 October 13:43,Ariane 5G,YES,ESTEC,GEO transfer,Technolovy development,In orbit,Operational,1997,,
2 November 12:25,VLS-1,SCD-2A,INPE,Intended: LEO,Weather satellite,2 November,Launch Failure,1997,,
2 November 12:25,VLS-1,,Maiden flight of VLS-1; First Brazilian orbital launch attempt,Maiden flight of VLS-1; First Brazilian orbital launch attempt,Maiden flight of VLS-1; First Brazilian orbital launch attempt,Maiden flight of VLS-1; First Brazilian orbital launch attempt,Maiden flight of VLS-1; First Brazilian orbital launch attempt,1997,First flight,
6 November 00:30,Delta II 7925-9.5,USA-134 (GPS IIA-19),US Air Force,MEO,Navigation,In orbit,Operational,1997,,
8 November 02:05,Titan IVA (401)/Centaur,USA-136 (Trumpet 3),NRO,Molniya,SIGINT,In orbit,Operational,1997,,
8 November 02:05,Titan IVA (401)/Centaur,NRO Launch 4,NRO Launch 4,NRO Launch 4,NRO Launch 4,NRO Launch 4,NRO Launch 4,1997,,
9 November 01:34,Delta II 7920-10C,Iridium 43,Iridium,LEO,Communications,11 February 2018[23],Successful,1997,,
9 November 01:34,Delta II 7920-10C,Iridium 41,Iridium,LEO,Communications,28 July 2018[24],Successful,1997,,
9 November 01:34,Delta II 7920-10C,Iridium 40,Iridium,LEO,Communications,23 September 2018[25],Successful,1997,,
9 November 01:34,Delta II 7920-10C,Iridium 39,Iridium,LEO,Communications,In orbit,Operational,1997,,
9 November 01:34,Delta II 7920-10C,Iridium 38,Iridium,LEO,Communications,In orbit,Operational,1997,,
12 November 17:00,Proton-K/DM-2M,Kupon,RFCB,GEO,Communications,In orbit,Spacecraft Failure,1997,,
12 November 17:00,Proton-K/DM-2M,Onboard computer failed,Onboard computer failed,Onboard computer failed,Onboard computer failed,Onboard computer failed,Onboard computer failed,1997,,
12 November 21:48,Ariane 4 (44L),Sirius 2,NSAB,GEO,Communications,In orbit,Spacecraft Failure,1997,,
12 November 21:48,Ariane 4 (44L),IndoStar-1,Indostar,GEO,Communications,In orbit,Operational,1997,,
12 November 21:48,Ariane 4 (44L),Astra 5A (Sirius 2) failed on 16 January 2009,Astra 5A (Sirius 2) failed on 16 January 2009,Astra 5A (Sirius 2) failed on 16 January 2009,Astra 5A (Sirius 2) failed on 16 January 2009,Astra 5A (Sirius 2) failed on 16 January 2009,Astra 5A (Sirius 2) failed on 16 January 2009,1997,,
18 November 11:14,Soyuz-U,Resurs F-1M,Roskosmos,LEO,Remote sensing,13 December,Successful,1997,,
19 November 19:46,Space Shuttle Columbia,STS-87,NASA,LEO,Microgravity experiments,5 December 12:20,Successful,1997,,
19 November 19:46,Space Shuttle Columbia,SPARTAN-201,NASA,LEO,Microgravity research,5 December 12:20,Failure,1997,,
19 November 19:46,Space Shuttle Columbia,EDO Pallet,NASA,LEO (Columbia),Cryogenic mission extension pallet,5 December 12:20,Successful,1997,,
19 November 19:46,Space Shuttle Columbia,Crewed orbital flight with six astronauts Spartan failed to orient itself due to human error during deployment on 21 November; was retrieved on 25 November.,Crewed orbital flight with six astronauts Spartan failed to orient itself due to human error during deployment on 21 November; was retrieved on 25 November.,Crewed orbital flight with six astronauts Spartan failed to orient itself due to human error during deployment on 21 November; was retrieved on 25 November.,Crewed orbital flight with six astronauts Spartan failed to orient itself due to human error during deployment on 21 November; was retrieved on 25 November.,Crewed orbital flight with six astronauts Spartan failed to orient itself due to human error during deployment on 21 November; was retrieved on 25 November.,Crewed orbital flight with six astronauts Spartan failed to orient itself due to human error during deployment on 21 November; was retrieved on 25 November.,1997,,
27 November 21:27,H-II,TRMM,NASA,LEO,Environmental research,16 June 2015 06:55[27],Successful,1997,,
27 November 21:27,H-II,Hikoboshi (ETS-7),NASDA,LEO,Docking test,13 November 2015[28],Successful,1997,,
27 November 21:27,H-II,Orihime (ETS-7),NASDA,LEO,Docking test,13 November 2015[28],Successful,1997,,
27 November 21:27,H-II,The two ETS satellites docked on 7 July 1998[26],The two ETS satellites docked on 7 July 1998[26],The two ETS satellites docked on 7 July 1998[26],The two ETS satellites docked on 7 July 1998[26],The two ETS satellites docked on 7 July 1998[26],The two ETS satellites docked on 7 July 1998[26],1997,,
2 December 22:52,Ariane 4 (44P),JCSAT 5,JSAT,GEO,Communications,In orbit,Operational,1997,,
